,AdapterTime,BidPx,AskPx
5688,2019-03-15 13:41:41.175349,1.13229,1.13233
5689,2019-03-15 13:41:41.354147,1.13229,1.13233
5690,2019-03-15 13:41:41.359093,1.13229,1.13234
5691,2019-03-15 13:41:43.095412,1.13229,1.13233
5692,2019-03-15 13:41:43.404451,1.13228,1.13233
5693,2019-03-15 13:41:43.409477,1.13228,1.13233
5694,2019-03-15 13:41:43.414499,1.13228,1.13232
5695,2019-03-15 13:41:43.419528,1.13227,1.13232
5696,2019-03-15 13:41:43.424487,1.13227,1.13231
5697,2019-03-15 13:41:43.430418,1.13228,1.13232
5698,2019-03-15 13:41:43.500128,1.13227,1.13231
5699,2019-03-15 13:41:43.505101,1.13224,1.13231
5700,2019-03-15 13:41:43.510103,1.13224,1.13231
5701,2019-03-15 13:41:43.515062,1.13224,1.13231
5702,2019-03-15 13:41:43.520060,1.13223,1.1323
5703,2019-03-15 13:41:43.580921,1.13223,1.1323
5704,2019-03-15 13:41:43.592070,1.13223,1.1323
5705,2019-03-15 13:41:43.597090,1.13223,1.13231
5706,2019-03-15 13:41:43.605483,1.13223,1.13231
5707,2019-03-15 13:41:43.655551,1.13223,1.13231
5708,2019-03-15 13:41:44.418283,1.13223,1.13231
5709,2019-03-15 13:41:44.470379,1.13223,1.13231
5710,2019-03-15 13:41:44.910464,1.13223,1.13231
5711,2019-03-15 13:41:45.085844,1.13223,1.1323
5712,2019-03-15 13:41:45.400415,1.13223,1.13231
5713,2019-03-15 13:41:48.199749,1.13223,1.13231
5714,2019-03-15 13:41:49.100886,1.13223,1.13231
5715,2019-03-15 13:41:50.420851,1.13223,1.1323
5716,2019-03-15 13:41:50.510436,1.13224,1.1323
5717,2019-03-15 13:41:51.015455,1.13223,1.1323
5718,2019-03-15 13:41:52.430409,1.13223,1.1323
5719,2019-03-15 13:41:53.190411,1.13223,1.1323
5720,2019-03-15 13:41:53.230383,1.13223,1.1323
5721,2019-03-15 13:41:54.043293,1.13224,1.1323
5722,2019-03-15 13:41:54.050969,1.13223,1.1323
5723,2019-03-15 13:41:54.055939,1.13224,1.13229
5724,2019-03-15 13:41:54.060880,1.13222,1.13228
5725,2019-03-15 13:41:54.065907,1.13222,1.13227
5726,2019-03-15 13:41:54.070907,1.13218,1.13226
5727,2019-03-15 13:41:54.076055,1.13218,1.13226
5728,2019-03-15 13:41:54.081054,1.13218,1.13226
5729,2019-03-15 13:41:54.086363,1.13218,1.13227
5730,2019-03-15 13:41:54.091091,1.13218,1.13226
5731,2019-03-15 13:41:54.130906,1.13219,1.13227
5732,2019-03-15 13:41:54.146005,1.13218,1.13226
5733,2019-03-15 13:41:54.151062,1.13218,1.13226
5734,2019-03-15 13:41:54.156066,1.13218,1.13226
5735,2019-03-15 13:41:54.195956,1.13218,1.13226
5736,2019-03-15 13:41:54.210882,1.13218,1.13226
5737,2019-03-15 13:41:54.260873,1.13219,1.13227
5738,2019-03-15 13:41:54.280888,1.13218,1.13226
5739,2019-03-15 13:41:54.330951,1.13219,1.13226
5740,2019-03-15 13:41:54.340798,1.13218,1.13226
5741,2019-03-15 13:41:54.350943,1.13218,1.13226
5742,2019-03-15 13:41:54.400892,1.13218,1.13226
5743,2019-03-15 13:41:54.420735,1.13219,1.13227
5744,2019-03-15 13:41:54.475928,1.13218,1.13226
5745,2019-03-15 13:41:54.485771,1.13219,1.13227
5746,2019-03-15 13:41:54.935844,1.13218,1.13226
5747,2019-03-15 13:41:55.005753,1.13218,1.13226
5748,2019-03-15 13:41:55.245950,1.13219,1.13225
5749,2019-03-15 13:41:55.315380,1.13218,1.13225
5750,2019-03-15 13:41:55.340883,1.13218,1.13226
5751,2019-03-15 13:41:55.505939,1.13218,1.13226
5752,2019-03-15 13:41:55.585915,1.13218,1.13226
5753,2019-03-15 13:41:55.650889,1.13218,1.13226
5754,2019-03-15 13:41:55.715353,1.13218,1.13225
5755,2019-03-15 13:41:56.835289,1.13219,1.13225
5756,2019-03-15 13:41:56.940784,1.13218,1.13225
5757,2019-03-15 13:41:57.355922,1.13218,1.13226
5758,2019-03-15 13:41:57.365865,1.13218,1.13225
5759,2019-03-15 13:41:58.275822,1.13219,1.13225
5760,2019-03-15 13:41:58.784894,1.13218,1.13227
5761,2019-03-15 13:41:58.789863,1.13218,1.13227
5762,2019-03-15 13:41:58.794852,1.1322,1.13229
5763,2019-03-15 13:41:58.799907,1.13219,1.13228
5764,2019-03-15 13:41:58.804853,1.1322,1.13229
5765,2019-03-15 13:41:58.845745,1.1322,1.13229
5766,2019-03-15 13:41:58.925405,1.1322,1.13229
5767,2019-03-15 13:41:58.995399,1.1322,1.13229
5768,2019-03-15 13:41:59.397688,1.13219,1.13228
5769,2019-03-15 13:41:59.450860,1.1322,1.13229
5770,2019-03-15 13:42:00.607234,1.13219,1.13228
5771,2019-03-15 13:42:00.612211,1.13219,1.13227
5772,2019-03-15 13:42:01.015388,1.13219,1.13227
5773,2019-03-15 13:42:01.299725,1.13219,1.13228
5774,2019-03-15 13:42:01.440546,1.13219,1.13228
5775,2019-03-15 13:42:01.555814,1.13219,1.13227
5776,2019-03-15 13:42:01.566245,1.13218,1.13226
5777,2019-03-15 13:42:01.575969,1.13219,1.13228
5778,2019-03-15 13:42:01.580959,1.13219,1.13227
5779,2019-03-15 13:42:01.586068,1.13219,1.13228
5780,2019-03-15 13:42:01.626113,1.13219,1.13228
5781,2019-03-15 13:42:01.635690,1.13219,1.13228
5782,2019-03-15 13:42:01.640529,1.13219,1.13227
5783,2019-03-15 13:42:01.645548,1.13219,1.13227
5784,2019-03-15 13:42:01.650542,1.13219,1.13227
5785,2019-03-15 13:42:01.655544,1.13219,1.13228
5786,2019-03-15 13:42:02.252326,1.1322,1.13229
5787,2019-03-15 13:42:02.455613,1.13219,1.13228
5788,2019-03-15 13:42:02.703870,1.1322,1.13229
5789,2019-03-15 13:42:03.060852,1.13219,1.13228
5790,2019-03-15 13:42:03.254066,1.13219,1.13227
5791,2019-03-15 13:42:03.705876,1.13219,1.13226
5792,2019-03-15 13:42:03.710827,1.13219,1.13227
5793,2019-03-15 13:42:04.365769,1.1322,1.13228
5794,2019-03-15 13:42:04.724671,1.1322,1.13229
5795,2019-03-15 13:42:04.729613,1.1322,1.13228
5796,2019-03-15 13:42:04.782474,1.1322,1.13227
5797,2019-03-15 13:42:04.791746,1.13219,1.13227
5798,2019-03-15 13:42:04.796762,1.13219,1.13226
5799,2019-03-15 13:42:05.350939,1.13219,1.13226
5800,2019-03-15 13:42:05.365748,1.13219,1.13226
5801,2019-03-15 13:42:05.415754,1.13219,1.13226
5802,2019-03-15 13:42:05.420854,1.13219,1.13226
5803,2019-03-15 13:42:05.475790,1.13219,1.13226
5804,2019-03-15 13:42:05.500340,1.13219,1.13227
5805,2019-03-15 13:42:05.505345,1.13219,1.13227
5806,2019-03-15 13:42:05.510780,1.13219,1.13226
5807,2019-03-15 13:42:05.560754,1.13219,1.13226
5808,2019-03-15 13:42:06.410788,1.13219,1.13226
5809,2019-03-15 13:42:06.455786,1.13219,1.13226
5810,2019-03-15 13:42:07.174905,1.13219,1.13226
5811,2019-03-15 13:42:07.416253,1.13219,1.13226
5812,2019-03-15 13:42:08.295951,1.13218,1.13226
5813,2019-03-15 13:42:08.350862,1.13219,1.13226
5814,2019-03-15 13:42:08.433237,1.13219,1.13226
5815,2019-03-15 13:42:09.063935,1.13219,1.13227
5816,2019-03-15 13:42:09.205953,1.13219,1.13226
5817,2019-03-15 13:42:09.376263,1.13219,1.13226
5818,2019-03-15 13:42:09.575893,1.13219,1.13226
5819,2019-03-15 13:42:09.585857,1.13219,1.13227
5820,2019-03-15 13:42:09.631753,1.1322,1.13228
5821,2019-03-15 13:42:10.010177,1.13219,1.13227
5822,2019-03-15 13:42:10.015149,1.13219,1.13226
5823,2019-03-15 13:42:10.020173,1.13219,1.13226
5824,2019-03-15 13:42:10.463849,1.13219,1.13226
5825,2019-03-15 13:42:10.470797,1.13219,1.13227
5826,2019-03-15 13:42:11.836833,1.1322,1.13228
5827,2019-03-15 13:42:17.945853,1.13219,1.13227
5828,2019-03-15 13:42:20.097714,1.13219,1.13227
5829,2019-03-15 13:42:21.137232,1.1322,1.13228
5830,2019-03-15 13:42:21.505835,1.1322,1.13227
5831,2019-03-15 13:42:21.512984,1.13219,1.13227
5832,2019-03-15 13:42:21.517931,1.13219,1.13227
5833,2019-03-15 13:42:21.522967,1.13219,1.13227
